Division,Court,country,class,product,person,agent,Role,Town-Country,Longitude,Latitude
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Patent electro-magnetic machines, combining primary and secondary cur- rents; electro-magnetic walking-cane ; parlor, office, and pocket electro-magnetio machines, of primary currents.",Samuel B. Smite,,inv. & manu.,"New York City, New York",-73.898054,40.889709
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,A variety of surgical instruments.,George Tiemann,,manu.,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Patent transparent gas meter for the exact registry of the amount of gas consumed ; double detector gas holder ; patent experimental gas meter to show the rate of consumption per hour of different burners.,John Laidlaw,,inv. & manu.,"New York City, New York",-73.999835,40.746434
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Surgical adjustor, for reducing fractions and dislocations ; ear microscope, for the examination of narrow passages in the human system ; improved obstetri- cal forceps, with adjustable blades; Signiorini's tourniquet.",George Kellogg,,manu.,"Birmingham, Connecticut",-73.0959257,41.3386958
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Morse's patent electrio telegraph apparatus in operation, and the wires in direct connection with the principul lines in the United States.",Wm. M. Swain (President of Morse's Magnetic Telegraph Company),,manu.,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Maps of the world, United States and Mexico.",Joseph A Colton,,publisher,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Daguerreotypes, representing Shakspeare's "" Seven ages of men ;"" taken from life-subjects. Portrait of Daguerre, from life. Groups of various portraits of full and half sizes.",Meade Brothers,,Daguerran artist,"New York City, New York",-74.007929,40.712468
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Reflective goniometer and polariscope for measuring the angles of crystals and the inclination of the optic axes.,William Phtpps Blake,,inv. & prop,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Biker's manual orrery, and other astronomical apparatus.",J. L & D. J. Riker,,manu.,"Brooklyn, New York",-73.9441579,40.6781784
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Specimens of mechanical dentistry ; newly improved artificial teeth, in blocks ; specimens of the minerals from which the teeth are made ; dentrifices.",Drs. Thos. Palmer & J. D. Brown,,manu.,"Fitchburg, Massachusetts",-71.8022955,42.5834228
D,"18, 19, 20",Austria,10. Philosophical Instruments (including Daguerreotypes,"Various maps and charts, with the names in English, German, Hungarian, French, Illyrian, Arabic, Italian, Hindstanic, Russian, and Servian languages, printed with ordinary type.",Franz Raffelsperger,,pat. & printer,"Vienna, Austria",16.3738189,48.2081743
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Patent year clock, with torsion pendulum. Astronomical year clock; showing day of the month, time of rising and setting of the sun and moon, and other astronomical periods.",Aaron D. Crane,,pat. & manu.,"Newark, New Jersey",-74.1723667,40.735657
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Electrotypes, produced upon new principles. (Patent applied for).",Haasj Honnegek & Co.,,inv.,"New York City, New York",-74.0059413,40.7127837
D,,Holland,10. Philosophical Instruments (including Daguerreotypes,"A delicate balance, for analytical purposes.",C. Becker,,inv. & manu.,"Arnhem, Holland",5.8987296,51.9851034
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Microscope objects mounted upon slips of glass, illustrating comparative anatomy, botany, chemistry, entomology, geology and zoology.","Alexander Mur- ray, M. D.",,manu.,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Daguerreotypes by the common method. Specimens of crystallotypes ; or, daguerreotypes taken by means of glass upon prepared paper.",John A. Whipple,,pat. & manu.,"Boston, Massachusetts",-71.0588801,42.3600825
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Terrestrial globe, with elevations of surface to- mark the mountains, and depressions of surface to mark seas, lakes, <fec. for the use of the blind. Wu.liam D. Cooke, des. & maker, Raleigh, North Carolina.",Wu.liam D. Cooke,,des. & maker,"Raleigh, North Carolina",-78.6381787,35.7795897
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Artificial teeth, single and in blocks; sets of teeth on gold plates ; various mechanical devices pertaining to dental surgery.",Drs. W. Z. W. <fe John W. Chap- man,,dentist,"New York City, New York",-73.991566,40.726719
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Self-acting eye and ear fountains ; improved eye magnet ; auriseope; otto- scope (for the eustachian tube) ; human artificial eyes.,"James W. Powell, M. D.",,inv. & prop,"New York City, New York",-73.950578,40.705487
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Railroad track scale of 60 tons capacity ; railroad depot scale ; rolling mill, platform, flour packing and counter scales of various kinds.",E. <fe T. Fairbanks 6 Co.,,manu.,"Johnsbury, Vermont",-72.0151183,44.4192627
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Daguerreotype pictures, embracing panoramic views of Galena city ; Falls of St. Anthony ; Min-ne-ha-ha Falls, and a collection of portraits.",Alex. Hesler,,Daguerran artist,"Galena, Illinois",-90.4290168,42.4166744
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Abbott's apparatus for showing apparent time at sea, from an altitude of the sun or a star, without logarithms. Abbott's geodelic chart.",Stanley 6. Trott,,prop.,"New London, Connecticut",-72.0995209,41.3556539
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Surgeons' splints, of wood and gutta percha, and improved apparatus for reducing fractures.",Benj. Welch,,pat. & manu.,"Lakeville, Connecticut",-73.4408034,41.9644861
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Specimens of mechanical dentistry; illustrations in ivory of comparative anatomy ; artificial palates and noses, &c.","A J, Yolok",,dentist,"Baltimore, Maryland",-76.6121893,39.2903848
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Patent metallic skeleton ; artificial limbs ; improved apparatus for treating club foot.,John Ford,,pat. & manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Trusses, abdominal supporters, shoulder-braces, spinal elevators, and vari- ous instruments for treatment of physical deformities.",Marsh <fe Coi,,manu.,"New York City, New York",-74.009757,40.709603
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Suspender for males, and skirt supporter for females, combining a spinal and shoulder brace; improved waist for ladies' wear.",H. F. Briggs,,inv. & manu.,"New York City, New York",-73.943197,40.701656
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Barometers and thermometers in various styles ; glass hydrometers for Bpirit, beer, oil and acids; hydrostatic gold test.",Adams & Tagliabue,,manu.,"New York City, New York",-74.003118,40.708309
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Simplified mathematical diagrams to facilitate and insure the acquisition of mathematical knowledge.,Thomas Fisher,,des. & manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Amputating, trepanning, dissecting, tonsil, and obstetrical instruments; specula? vagina ; dental instruments, <fcc.",Bain & Brinkerhoff,,manu.,"New York City, New York",-74.007128,40.710018
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Improved coating box for the daguerreotype process. Card distributing apparatus. (Patents applied for).,William & William H. Lewis,,manu.,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Daguerreotype apparatus. Cases and prepared plates of all sizes and quali- ties.,Scovill Manufacturing Co.,,manu.,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Electric telegraph register ; various kinds of telegraph insulators ; electro- magnetic telegraph battery.,John M. Batcheldeb,,inv.,"Boston, Massachusetts",-71.0588801,42.3600825
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Plain and ornamental marine and pendulum clocks and time-pieces of supe- rior construction.,"T. Terry, President of the Ansonia Clock Company",,manu.,"Ansonia, Connecticut",-73.0789969,41.3462078
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Mathematical scales and protractors, in ivory, boxwood, ebony, and metal ; for all styles of mapping and drawing.",Fenn & Baker,,manu.,"New York City, New York",-74.006983,40.710443
D,"6, 7, 12, 13",Italy,10. Philosophical Instruments (including Daguerreotypes,"Terrestrial globe of wood, exhibiting the seas, rivers, and lakes in depres- sion, and the mountains in relief.",Ettoke Griffonl,,inv.,"Sardinia, Italy",9.0128926,40.1208752
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Hydrostatic instruments. Graduated specific gravity jars. Tubes, measures, and chemical thermometers.",Louis C. Hoffman,,manu.,"New York City, New York",-74.001127,40.724166
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Case of dental instruments, elaborately finished ; specimens of mechanical dentistry.",Drs. Charles D. <St J. Brown,,prop.,"New York City, New York",-74.000506,40.721174
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Maps of the world and of the United States.,"Thomas, Cowphrtuwaite & Co.",,publisher,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Specimens of operations on natural teeth; varieties of artificial teeth, and operations therewith.",Ballard & Kingsley,,dentist,"New York City, New York",-73.990674,40.734704
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Parmelee's computing scales, for adding, and testing the addition of, long columns of numbers.",Samuel H. Doughty,,manu. & prop,"New York City, New York",-74.007768,40.708945
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Body braces, supporters, props, and girdles; spring shoulder-braces, and attachment braces.","E. P. Banning, M. D.",,inv. & prop,"New York City, New York",-74.001945,40.720818
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Self-regulating anti-corrosive gas-burners.,Mallerd & Napier,,inv. & manu.,"Brooklyn, New York",-73.9441579,40.6781784
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Collection of specimens of the arts of daguerreotyping, talbotyping, and crystallotyping.",M. A. Root,,artist,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Solographs, plain and colored ; nebular daguerreotypes.","E, C. Hawkins",,artist,"Cincinnati, Ohio",-84.5120196,39.1031182
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Specimens of mechanical dentistry and dentists' material.,Charles F. Mer- mier,,surgeon dentist,"Brooklyn, New York",-73.9441579,40.6781784
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Collection of large crayon daguerreotypes, and daguerreot ypes by the ordi- nary process,",Samuel Root,,artist,"New York City, New York",-74.116659,40.632301
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Porcelain teeth, gold foil, corundum-wheels, files, and slabs for dentists.","Jones, White & MoCurdy",,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Achromatic oxy-hydrogen microscope ; megascope ; oxy hydrogen light- house lantern, <fec.",Robert Grant,,inv. & manu.,"New York City, New York",-73.972681,40.752541
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Improved air pump of entirely new construction, for exhausting and con- densing.","Steiglitz, Brothers",,inv. & manu.,"New York City, New York",-74.006241,40.711306
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Astronomical regulator ; improved escapement.,P. L. deMory Grey,,manu.,"New York City, New York",-73.964285,40.709999
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Micrometro-chemical balance,, exhibited for simplicity of construction.",Edward Foote,,inv. & manu.,"Jersey City, New Jersey",-74.0776417,40.7281575
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Map of the United States, executed by the exhibitor, who is a pupil in public school No. 8.",George G. Corson,,,"New York City, New York",-74.005596,40.718614
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Achromatic telescope, equatorially mounted in cast iron, with detached tangent screw.",Henry Fitz,,inv.,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Chemical balance and weights, exceedingly delicate, and wrought in pal- ladium.",John Barkenberg,,manu.,"New York City, New York",-74.006047,40.709947
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Achromatic microscopes, single and compound, of four different constructions.","Grdnow, Brothers",,manu.,"Brooklyn, New York",-73.9441579,40.6781784
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Improved body trusses, for rupture, with papier-mach6 pads, and new method of adjustment.",John North,,inv. & manu.,"Middleboro, Connecticut",,
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Whitney's respiratory medicator, for the treatment of consumption, Ac.",Drs. Whitney <fe Crane,,prop.,"New York City, New York",-74.002252,40.733827
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Trusses, spinal braces, supporters, artificial limbs and hands.","J. W. Phelps, M. D.",,inv. & manu.,"Boston, Massachusetts",-71.0588801,42.3600825
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Everett's patent graduating truss ; surgical bandages.,Benjamin Everett,,pat. & manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Collection of microscopic objects in physiology and natural history, prepared by the exhibitor.","Silas Durkee, M. D.",,,"Boston, Massachusetts",-71.0588801,42.3600825
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Air pump and pneumatic instruments ; electrical machine, and incidental apparatus.","Benjamin Pike, Jr.",,manu.,"New York City, New York",-73.958324,40.708374
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Galvano-electric and bell alarm locks, of novel and curious construction.",Charles Fleisohel,,inv. & manu.,"New York City, New York",-73.959219,40.733413
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,Pulvermacher's patent hydro-electric voltaic chains and chain batteries.,Joseph Steinort,,prop.,"New York City, New York",-74.0059413,40.7127837
D,"11, 16, 17, 22",USA,10. Philosophical Instruments (including Daguerreotypes,"Astronomical eight-day clock. Watches in various stages of manufacture. James W. Worn, manu. 218 Ninth street, Philadelphia, Pennsylvania.",James W. Worn,,manu.,"Philadelphia, Pennsylvania",-75.1652215,39.9525839
